action,dataset,predicate,llm,deepseek-chat,deepseek-r1:70b,deepseek-reasoner,gemini-2.0-flash,gemini-2.5-flash,gemini-2.5-pro,gpt-4.1-2025-04-14,gpt-4.1-mini-2025-04-14,gpt-4.1-nano-2025-04-14,gpt-4o,gpt-5,gpt-5-mini,gpt-5-nano,grok-3-mini,llama3.1:8b,o3,deepseek-r1:1.5b,gpt-oss:20b,llama3.3:70b
fixing,spinach,?A1=A3+A4,gpt-5-mini,0.2595,0.0,0.0,0.4449,0.973,0.7517,0.3359,0.28,0.0,0.7336,0.9283,1.0,0.2204,0.9443,0.0,0.3899,0.0,,
fixing,spinach,?A1=A3+A4,gpt-5-nano,0.5551,0.0,0.0001,0.7558,0.9986,0.9405,0.6611,0.6146,0.0,0.9281,0.9974,0.86,1.0,0.9952,0.0,0.7159,0.0,,
fixing,spinach,?A1=A3+A4,grok-3-mini,0.0069,0.0,0.0,0.0365,0.7294,0.1958,0.0081,0.0068,0.0,0.1802,0.4321,0.0967,0.0113,1.0,0.0,0.0121,0.0,,
fixing,spinach,?A1=A3+A4,llama3.1:8b,1.0,0.0156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0156,,
fixing,spinach,?A1=A3+A4,o3,0.383,0.0,0.0,0.6196,0.9953,0.9002,0.5,0.4402,0.0,0.8544,0.9765,0.7121,0.3877,0.9959,0.0,1.0,0.0,,
fixing,spinach,?A1>A3,deepseek-chat,1.0,0.0,0.0,0.5747,0.1885,0.0058,0.9867,0.5806,0.0,0.9423,0.9622,0.8852,0.2498,0.8684,0.0,0.968,0.0,,
fixing,spinach,?A1>A3,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
fixing,spinach,?A1>A3,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981,1.0,0.0002,,
fixing,spinach,?A1>A3,deepseek-reasoner,1.0,0.0,1.0,1.0,1.0,0.9863,1.0,1.0,0.3939,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,
fixing,spinach,?A1>A3,gemini-2.0-flash,0.5747,0.0,0.0,1.0,0.1537,0.0023,0.9867,0.5747,0.0,0.9331,0.9793,0.8675,0.2434,0.8365,0.0,0.9894,0.0,,
fixing,spinach,?A1>A3,gemini-2.5-flash,0.8923,0.0,0.0001,0.9242,1.0,0.0401,0.9992,0.9075,0.0001,0.9967,0.9974,0.9825,0.6286,0.9887,0.0,0.9988,0.0,,
fixing,spinach,?A1>A3,gemini-2.5-pro,0.9978,0.0,0.0259,0.9993,0.9825,1.0,1.0,0.9987,0.0072,1.0,1.0,0.9999,0.9703,0.9999,0.0,1.0,0.0,,
fixing,spinach,?A1>A3,gpt-4.1-2025-04-14,0.0392,0.0,0.0,0.0392,0.003,0.0,1.0,0.0392,0.0,0.3036,0.5,0.2403,0.0047,0.1796,0.0,0.5,0.0,,
fixing,spinach,?A1>A3,gpt-4.1-mini-2025-04-14,0.5806,0.0,0.0,0.5747,0.1725,0.0038,0.9867,1.0,0.0,0.9423,0.9846,0.8852,0.2291,0.8684,0.0,0.9738,0.0,,
fixing,spinach,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,0.0,0.705,1.0,1.0,0.9968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,
fixing,spinach,?A1>A3,gpt-4o,0.1316,0.0,0.0,0.1431,0.0113,0.0001,0.8491,0.1316,0.0,1.0,0.7597,0.5,0.0261,0.3953,0.0,0.7597,0.0,,
fixing,spinach,?A1>A3,gpt-5,0.0843,0.0,0.0,0.0577,0.0081,0.0001,0.6855,0.0481,0.0,0.4073,1.0,0.3238,0.0073,0.2517,0.0,0.5927,0.0,,
fixing,spinach,?A1>A3,gpt-5-mini,0.2122,0.0,0.0,0.2291,0.0401,0.0002,0.8811,0.2122,0.0,0.6682,0.8204,1.0,0.0262,0.5,0.0,0.8338,0.0,,
fixing,spinach,?A1>A3,gpt-5-nano,0.8447,0.0,0.0001,0.8519,0.5,0.0557,0.9988,0.8675,0.0,0.9904,0.998,0.9915,1.0,0.9739,0.0,0.997,0.0,,
fixing,spinach,?A1>A3,grok-3-mini,0.2517,0.0,0.0,0.2786,0.032,0.0003,0.9165,0.2517,0.0,0.788,0.8684,0.6612,0.061,1.0,0.0,0.8684,0.0,,
fixing,spinach,?A1>A3,llama3.1:8b,1.0,0.0063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
fixing,spinach,?A1>A3,o3,0.0758,0.0,0.0,0.0384,0.0047,0.0,0.6855,0.0669,0.0,0.4073,0.5927,0.3145,0.0096,0.2517,0.0,1.0,0.0,,
fixing,spinach,?A1>A4,deepseek-chat,1.0,0.0,0.0004,0.1051,0.8555,0.8867,0.1938,0.9648,0.0,0.8281,0.8867,0.3145,0.9805,0.9648,0.0,0.1662,0.0,,
fixing,spinach,?A1>A4,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
fixing,spinach,?A1>A4,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2434,1.0,0.0,,
fixing,spinach,?A1>A4,deepseek-reasoner,0.9999,0.0,1.0,0.9855,1.0,1.0,0.9967,1.0,0.0019,0.9999,1.0,0.9947,1.0,1.0,0.0,0.9825,0.0,,
fixing,spinach,?A1>A4,gemini-2.0-flash,0.9616,0.0,0.0378,1.0,0.9935,0.9963,0.788,0.9991,0.0,0.9846,0.9936,0.8204,0.9995,0.9998,0.0,0.6682,0.0,,
fixing,spinach,?A1>A4,gemini-2.5-flash,0.3633,0.0,0.0003,0.0287,1.0,0.7734,0.0898,0.8906,0.0,0.6367,0.7461,0.1509,0.9375,0.8906,0.0,0.0461,0.0,,
fixing,spinach,?A1>A4,gemini-2.5-pro,0.2744,0.0,0.0002,0.0176,0.5,1.0,0.0592,0.7734,0.0,0.5,0.6367,0.0898,0.8906,0.8125,0.0,0.0287,0.0,,
fixing,spinach,?A1>A4,gpt-4.1-2025-04-14,0.927,0.0,0.0113,0.3953,0.9713,0.9824,1.0,0.9968,0.0,0.9616,0.9888,0.6964,0.9995,0.999,0.0,0.5,0.0,,
fixing,spinach,?A1>A4,gpt-4.1-mini-2025-04-14,0.1445,0.0,0.0,0.0065,0.3438,0.5,0.0193,1.0,0.0,0.3438,0.5,0.0327,0.875,0.6875,0.0,0.0112,0.0,,
fixing,spinach,?A1>A4,gpt-4.1-nano-2025-04-14,1.0,0.0,0.9993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,
fixing,spinach,?A1>A4,gpt-4o,0.377,0.0,0.0005,0.0481,0.6367,0.7461,0.1051,0.8906,0.0,1.0,0.7734,0.1334,0.9375,0.8555,0.0,0.0461,0.0,,
fixing,spinach,?A1>A4,gpt-5,0.2744,0.0,0.0002,0.0245,0.5,0.6367,0.0461,0.8125,0.0,0.5,1.0,0.0547,0.9375,0.8125,0.0,0.0384,0.0,,
fixing,spinach,?A1>A4,gpt-5-mini,0.8338,0.0,0.0147,0.3238,0.9408,0.9713,0.5,0.9941,0.0,0.9539,0.9893,1.0,0.999,0.9941,0.0,0.4018,0.0,,
fixing,spinach,?A1>A4,gpt-5-nano,0.0898,0.0,0.0,0.0037,0.2266,0.3438,0.0059,0.5,0.0,0.2266,0.3125,0.0107,1.0,0.5,0.0,0.0065,0.0,,
fixing,spinach,?A1>A4,grok-3-mini,0.1445,0.0,0.0,0.0032,0.3438,0.5,0.0107,0.6875,0.0,0.3633,0.5,0.0327,0.875,1.0,0.0,0.0112,0.0,,
fixing,spinach,?A1>A4,llama3.1:8b,1.0,0.8519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
fixing,spinach,?A1>A4,o3,0.9283,0.0,0.0401,0.5,0.9888,0.9935,0.6762,0.9983,0.0,0.9888,0.9894,0.7728,0.9991,0.9983,0.0,1.0,0.0,,
fixing,spinach,?A3∅A4,deepseek-chat,1.0,0.0,0.0262,0.8281,0.8281,0.9102,1.0,0.7461,0.0,0.5,0.0,0.0,0.0,0.9648,0.0,0.7461,0.0003,,
fixing,spinach,?A3∅A4,deepseek-r1:1.5b,1.0,0.0027,0.9338,1.0,1.0,1.0,1.0,1.0,0.0,0.9996,0.1312,0.038,0.2841,1.0,0.0,1.0,1.0,,
fixing,spinach,?A3∅A4,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0876,1.0,0.9544,0.8698,0.9918,1.0,0.0103,1.0,0.9989,,
fixing,spinach,?A3∅A4,deepseek-reasoner,0.9915,0.0,1.0,0.9993,0.9993,0.9999,1.0,0.9978,0.0,0.9867,0.0058,0.0008,0.0235,1.0,0.0,0.9978,0.1215,,
fixing,spinach,?A3∅A4,gemini-2.0-flash,0.377,0.0,0.0038,1.0,0.6367,0.875,1.0,0.5,0.0,0.2744,0.0,0.0,0.0,0.8906,0.0,0.5,0.0001,,
fixing,spinach,?A3∅A4,gemini-2.5-flash,0.377,0.0,0.0038,0.6367,1.0,0.7734,1.0,0.5,0.0,0.2744,0.0,0.0,0.0,0.9375,0.0,0.5,0.0,,
fixing,spinach,?A3∅A4,gemini-2.5-pro,0.2539,0.0,0.0012,0.5,0.5,1.0,1.0,0.3633,0.0,0.1719,0.0,0.0,0.0,0.8125,0.0,0.3633,0.0,,
fixing,spinach,?A3∅A4,gpt-4.1-2025-04-14,0.0156,0.0,0.0,0.0625,0.0625,0.125,1.0,0.0312,0.0,0.0078,0.0,0.0,0.0,0.25,0.0,0.0312,0.0,,
fixing,spinach,?A3∅A4,gpt-4.1-mini-2025-04-14,0.5,0.0,0.0096,0.7461,0.7461,0.8555,1.0,1.0,0.0,0.3872,0.0,0.0,0.0,0.9375,0.0,0.623,0.0,,
fixing,spinach,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,0.9456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989,0.9948,0.9998,1.0,0.1945,1.0,1.0,,
fixing,spinach,?A3∅A4,gpt-4o,0.7256,0.0,0.0392,0.8867,0.8867,0.9453,1.0,0.8062,0.0,1.0,0.0,0.0,0.0001,0.9922,0.0,0.8555,0.0017,,
fixing,spinach,?A3∅A4,gpt-5,1.0,0.074,0.9978,1.0,1.0,1.0,1.0,1.0,0.0023,1.0,1.0,0.221,0.8275,1.0,0.0,1.0,0.9196,,
fixing,spinach,?A3∅A4,gpt-5-mini,1.0,0.1909,0.9997,1.0,1.0,1.0,1.0,1.0,0.0103,1.0,0.8761,1.0,0.9599,1.0,0.0002,1.0,0.9799,,
fixing,spinach,?A3∅A4,gpt-5-nano,1.0,0.0166,0.99,1.0,1.0,1.0,1.0,1.0,0.0005,1.0,0.2858,0.0814,1.0,1.0,0.0,1.0,0.8042,,
fixing,spinach,?A3∅A4,grok-3-mini,0.1445,0.0,0.0003,0.3438,0.3125,0.5,1.0,0.2266,0.0,0.0625,0.0,0.0,0.0,1.0,0.0,0.1875,0.0,,
fixing,spinach,?A3∅A4,llama3.1:8b,1.0,0.9948,1.0,1.0,1.0,1.0,1.0,1.0,0.8661,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,,
fixing,spinach,?A3∅A4,o3,0.5,0.0,0.0096,0.7461,0.7734,0.8555,1.0,0.623,0.0,0.3633,0.0,0.0,0.0,0.9688,0.0,1.0,0.0002,,
fixing,spinach,?A4=A1|3,deepseek-chat,1.0,0.0,0.0001,0.4321,0.9974,0.9996,0.5,0.6358,0.0,0.7443,0.0586,0.0019,0.0631,0.9983,0.0,0.9338,0.0,,
fixing,spinach,?A4=A1|3,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
fixing,spinach,?A4=A1|3,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
fixing,spinach,?A4=A1|3,deepseek-reasoner,1.0,0.0,1.0,0.9999,1.0,1.0,0.9999,1.0,0.0,1.0,0.994,0.8661,0.9933,1.0,0.0,1.0,0.0,,
fixing,spinach,?A4=A1|3,gemini-2.0-flash,0.6962,0.0,0.0002,1.0,0.9989,0.9999,0.6445,0.7566,0.0,0.8316,0.0998,0.0055,0.1358,0.9996,0.0,0.9674,0.0,,
fixing,spinach,?A4=A1|3,gemini-2.5-flash,0.0081,0.0,0.0,0.0035,1.0,0.8204,0.0083,0.0147,0.0,0.0307,0.0,0.0,0.0001,0.6855,0.0,0.1431,0.0,,
fixing,spinach,?A4=A1|3,gemini-2.5-pro,0.0017,0.0,0.0,0.0003,0.3238,1.0,0.0011,0.0026,0.0,0.0081,0.0,0.0,0.0,0.4073,0.0,0.0539,0.0,,
fixing,spinach,?A4=A1|3,gpt-4.1-2025-04-14,0.6321,0.0,0.0002,0.5,0.997,0.9997,1.0,0.6962,0.0,0.7912,0.0871,0.0045,0.0821,0.9999,0.0,0.9506,0.0,,
fixing,spinach,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.5,0.0,0.0001,0.3642,0.9947,0.9993,0.4321,1.0,0.0,0.6821,0.0481,0.0016,0.0557,0.9981,0.0,0.9252,0.0,,
fixing,spinach,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,
fixing,spinach,?A4=A1|3,gpt-4o,0.3714,0.0,0.0,0.2612,0.9879,0.9974,0.3136,0.4373,0.0,1.0,0.0297,0.0003,0.0407,0.99,0.0,0.8761,0.0,,
fixing,spinach,?A4=A1|3,gpt-5,0.9702,0.0,0.0124,0.9459,1.0,1.0,0.9519,0.9756,0.0,0.9853,1.0,0.0607,0.5679,1.0,0.0,0.9998,0.0,,
fixing,spinach,?A4=A1|3,gpt-5-mini,0.9993,0.0,0.1945,0.9977,1.0,1.0,0.9981,0.9994,0.0,0.9999,0.9712,1.0,0.9597,1.0,0.0,1.0,0.0,,
fixing,spinach,?A4=A1|3,gpt-5-nano,0.967,0.0,0.0137,0.9155,1.0,1.0,0.9558,0.9703,0.0,0.978,0.5679,0.0769,1.0,1.0,0.0,0.9988,0.0,,
fixing,spinach,?A4=A1|3,grok-3-mini,0.0053,0.0,0.0,0.0017,0.5,0.7597,0.0008,0.0063,0.0,0.0251,0.0,0.0,0.0,1.0,0.0,0.0835,0.0,,
fixing,spinach,?A4=A1|3,llama3.1:8b,1.0,0.0312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0312,,
fixing,spinach,?A4=A1|3,o3,0.1215,0.0,0.0,0.0662,0.9331,0.9784,0.0939,0.1405,0.0,0.221,0.0007,0.0,0.0033,0.9682,0.0,1.0,0.0,,
fixing,synthetic,?A1=A2,deepseek-chat,1.0,,0.0002,0.2122,0.6682,0.0,0.5,0.0036,0.0,0.0214,0.4194,0.0607,0.7383,0.5982,0.0,0.0009,0.5,0.0,
fixing,synthetic,?A1=A2,deepseek-r1:1.5b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A1=A2,deepseek-reasoner,1.0,,1.0,0.996,0.9999,0.1,0.9998,0.9231,0.0001,0.9196,0.9997,0.9638,0.9999,0.9999,0.0,0.6742,0.5,0.0492,
fixing,synthetic,?A1=A2,gemini-2.0-flash,0.8852,,0.0098,1.0,0.8998,0.0002,0.8275,0.1215,0.0,0.1553,0.7878,0.2557,0.9252,0.8852,0.0,0.0244,0.5,0.0,
fixing,synthetic,?A1=A2,gemini-2.5-flash,0.5,,0.0003,0.1808,1.0,0.0,0.4159,0.0081,0.0,0.0147,0.3506,0.0261,0.6762,0.5,0.0,0.0006,0.5,0.0,
fixing,synthetic,?A1=A2,gemini-2.5-pro,1.0,,0.9381,0.9999,1.0,1.0,1.0,0.9985,0.0147,0.9973,1.0,0.9993,1.0,1.0,0.0,0.9686,0.5,0.4503,
fixing,synthetic,?A1=A2,gpt-4.1-2025-04-14,0.6855,,0.0006,0.2858,0.7383,0.0,1.0,0.0113,0.0,0.0448,0.5,0.0814,0.8083,0.6762,0.0,0.0011,0.5,0.0,
fixing,synthetic,?A1=A2,gpt-4.1-mini-2025-04-14,0.9993,,0.1341,0.9338,0.9974,0.004,0.9967,1.0,0.0,0.617,0.9795,0.7159,0.997,0.998,0.0,0.2088,0.5,0.0023,
fixing,synthetic,?A1=A2,gpt-4.1-nano-2025-04-14,1.0,,1.0,1.0,1.0,0.9923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9887,
fixing,synthetic,?A1=A2,gpt-4o,0.9919,,0.1312,0.9123,0.9947,0.006,0.9795,0.5,0.0,1.0,0.9635,0.6864,0.9974,0.99,0.0,0.1856,0.5,0.0019,
fixing,synthetic,?A1=A2,gpt-5,0.7294,,0.0009,0.345,0.779,0.0,0.655,0.0448,0.0,0.0717,1.0,0.0925,0.8684,0.7294,0.0,0.0012,0.5,0.0,
fixing,synthetic,?A1=A2,gpt-5-mini,0.9712,,0.0676,0.838,0.9904,0.0019,0.9599,0.3877,0.0,0.4357,0.9564,1.0,0.9953,0.9674,0.0,0.0939,0.5,0.0001,
fixing,synthetic,?A1=A2,gpt-5-nano,0.4159,,0.0002,0.1405,0.5,0.0,0.3318,0.0083,0.0,0.0081,0.2517,0.0145,1.0,0.4194,0.0,0.0003,1.0,0.0,
fixing,synthetic,?A1=A2,gpt-oss:20b,1.0,,0.9733,1.0,1.0,0.646,1.0,0.9991,0.0215,0.9993,1.0,1.0,1.0,1.0,0.0,0.9907,0.5,1.0,
fixing,synthetic,?A1=A2,grok-3-mini,0.5982,,0.0003,0.2122,0.6494,0.0,0.5,0.0073,0.0,0.0251,0.4194,0.0662,0.7294,1.0,0.0,0.0009,0.5,0.0,
fixing,synthetic,?A1=A2,llama3.1:8b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A1=A2,o3,0.9997,,0.4402,0.9887,0.9998,0.0556,0.9997,0.8721,0.0,0.8837,0.9997,0.9506,0.9999,0.9997,0.0,1.0,0.5,0.02,
fixing,synthetic,?A1=A3+A4,deepseek-chat,1.0,,0.0,0.4253,0.9693,0.0481,0.7214,0.1077,0.0,0.0235,0.932,0.0541,0.0288,0.779,0.0,0.9738,0.5,0.0001,
fixing,synthetic,?A1=A3+A4,deepseek-r1:1.5b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A1=A3+A4,deepseek-reasoner,1.0,,1.0,1.0,1.0,0.9863,1.0,0.999,0.0,0.9818,1.0,0.9953,0.9934,1.0,0.0,1.0,0.5,0.7243,
fixing,synthetic,?A1=A3+A4,gemini-2.0-flash,0.7142,,0.0001,1.0,0.9904,0.1058,0.8275,0.1958,0.0,0.0494,0.9739,0.1055,0.0871,0.8852,0.0,0.9749,0.5,0.0009,
fixing,synthetic,?A1=A3+A4,gemini-2.5-flash,0.068,,0.0,0.0261,1.0,0.0005,0.1239,0.0017,0.0,0.0005,0.4119,0.0004,0.0005,0.1316,0.0,0.5,0.5,0.0,
fixing,synthetic,?A1=A3+A4,gemini-2.5-pro,0.9756,,0.0259,0.9368,0.9999,1.0,0.9887,0.7558,0.0,0.5,0.999,0.6146,0.5551,0.9953,0.0,0.9998,0.5,0.0492,
fixing,synthetic,?A1=A3+A4,gpt-4.1-2025-04-14,0.4225,,0.0,0.2858,0.939,0.0244,1.0,0.0494,0.0,0.0068,0.8761,0.0235,0.0063,0.6445,0.0,0.8923,0.5,0.0,
fixing,synthetic,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.9449,,0.0028,0.8853,0.9996,0.3389,0.9786,1.0,0.0,0.2612,0.9983,0.3679,0.3038,0.9853,0.0,0.9993,0.5,0.0093,
fixing,synthetic,?A1=A3+A4,gpt-4.1-nano-2025-04-14,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,
fixing,synthetic,?A1=A3+A4,gpt-4o,0.99,,0.0337,0.9765,0.9999,0.6061,0.9977,0.8316,0.0,1.0,0.9995,0.6611,0.617,0.9968,0.0,0.9999,0.5,0.0668,
fixing,synthetic,?A1=A3+A4,gpt-5,0.1325,,0.0,0.061,0.7483,0.0027,0.221,0.0053,0.0,0.0014,1.0,0.0007,0.0007,0.2706,0.0,0.6682,0.5,0.0,
fixing,synthetic,?A1=A3+A4,gpt-5-mini,0.9734,,0.0106,0.9414,0.9999,0.5,0.99,0.7502,0.0,0.4449,0.9998,1.0,0.5,0.9943,0.0,0.9997,1.0,0.0352,
fixing,synthetic,?A1=A3+A4,gpt-5-nano,0.9878,,0.0147,0.9519,0.9999,0.5551,0.9981,0.8042,0.0,0.5,0.9998,0.6445,1.0,0.9962,0.0,0.9998,0.5,0.0395,
fixing,synthetic,?A1=A3+A4,gpt-oss:20b,1.0,,0.383,0.9997,1.0,0.9733,1.0,0.996,0.0,0.962,1.0,0.9818,0.98,1.0,0.0,1.0,1.0,1.0,
fixing,synthetic,?A1=A3+A4,grok-3-mini,0.3506,,0.0,0.2122,0.9423,0.0119,0.5,0.0354,0.0,0.0083,0.8463,0.0144,0.01,1.0,0.0,0.8761,0.5,0.0,
fixing,synthetic,?A1=A3+A4,llama3.1:8b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A1=A3+A4,o3,0.0669,,0.0,0.0551,0.6612,0.0008,0.1885,0.0026,0.0,0.0005,0.5,0.0009,0.0008,0.221,0.0,1.0,0.5,0.0,
fixing,synthetic,?A1>A3,deepseek-chat,1.0,,0.0004,0.0835,0.8491,0.0068,0.9673,0.5,0.0,0.9102,0.9824,0.1917,0.0354,0.788,0.0,0.9807,0.5,0.01,
fixing,synthetic,?A1>A3,deepseek-r1:1.5b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A1>A3,deepseek-reasoner,0.9999,,1.0,0.99,1.0,0.7743,1.0,0.9997,0.0005,1.0,1.0,0.9943,0.9283,1.0,0.0,1.0,0.5,0.7743,
fixing,synthetic,?A1>A3,gemini-2.0-flash,0.9682,,0.0251,1.0,0.9941,0.1279,0.9987,0.9331,0.0,0.9947,0.9998,0.7214,0.3038,0.9936,0.0,0.9999,0.5,0.1341,
fixing,synthetic,?A1>A3,gemini-2.5-flash,0.3036,,0.0,0.0207,1.0,0.0005,0.788,0.2403,0.0,0.6855,0.927,0.0669,0.0081,0.5,0.0,0.8666,0.5,0.0011,
fixing,synthetic,?A1>A3,gemini-2.5-pro,0.9977,,0.3258,0.9283,0.9999,1.0,1.0,0.9965,0.0001,0.9999,1.0,0.9635,0.7693,0.9991,0.0,1.0,0.5,0.5598,
fixing,synthetic,?A1>A3,gpt-4.1-2025-04-14,0.1133,,0.0,0.0059,0.3953,0.0002,1.0,0.073,0.0,0.5,0.8555,0.0154,0.0008,0.2905,0.0,0.7256,0.5,0.0002,
fixing,synthetic,?A1>A3,gpt-4.1-mini-2025-04-14,0.7095,,0.0011,0.1431,0.8811,0.01,0.9807,1.0,0.0,0.9283,0.9935,0.2617,0.0436,0.8338,0.0,0.9824,0.5,0.0063,
fixing,synthetic,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,
fixing,synthetic,?A1>A3,gpt-4o,0.212,,0.0001,0.0173,0.5,0.0003,0.7095,0.1662,0.0,1.0,0.8867,0.0466,0.0053,0.4073,0.0,0.788,1.0,0.0007,
fixing,synthetic,?A1>A3,gpt-5,0.0592,,0.0,0.0013,0.1938,0.0,0.3633,0.0287,0.0,0.2744,1.0,0.0059,0.0003,0.1133,0.0,0.5,0.5,0.0001,
fixing,synthetic,?A1>A3,gpt-5-mini,0.9054,,0.0144,0.4225,0.9738,0.0717,0.9962,0.8569,0.0,0.9827,0.9987,1.0,0.1725,0.9534,0.0,0.9978,0.5,0.0607,
fixing,synthetic,?A1>A3,gpt-5-nano,0.9853,,0.1279,0.8042,0.9974,0.3294,0.9999,0.9822,0.0,0.9983,1.0,0.9075,1.0,0.997,0.0,0.9999,0.5,0.2983,
fixing,synthetic,?A1>A3,gpt-oss:20b,0.9962,,0.3258,0.9231,0.9997,0.5598,1.0,0.9981,0.0,0.9998,1.0,0.9712,0.8115,0.9996,0.0,1.0,1.0,1.0,
fixing,synthetic,?A1>A3,grok-3-mini,0.3953,,0.0001,0.0245,0.7095,0.003,0.8666,0.3145,0.0,0.7597,0.9673,0.105,0.0096,1.0,0.0,0.927,0.5,0.0017,
fixing,synthetic,?A1>A3,llama3.1:8b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A1>A3,o3,0.073,,0.0,0.0012,0.2905,0.0002,0.5,0.0592,0.0,0.3953,0.7461,0.0096,0.0005,0.1938,0.0,1.0,0.5,0.0,
fixing,synthetic,?A1>A4,deepseek-chat,1.0,,0.0001,0.2266,0.1445,0.0004,0.2266,0.2266,0.0,0.1445,0.875,0.0898,0.5,0.875,0.0,0.3438,0.5,0.0021,
fixing,synthetic,?A1>A4,deepseek-r1:1.5b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A1>A4,deepseek-reasoner,1.0,,1.0,0.9992,0.998,0.7017,0.9996,0.9998,0.0001,0.9987,1.0,0.9978,0.9999,1.0,0.0,1.0,0.5,0.8761,
fixing,synthetic,?A1>A4,gemini-2.0-flash,0.9375,,0.0033,1.0,0.5,0.0085,0.623,0.623,0.0,0.5,0.9844,0.377,0.8555,0.9844,0.0,0.7461,0.5,0.0318,
fixing,synthetic,?A1>A4,gemini-2.5-flash,0.9648,,0.0073,0.7461,1.0,0.0173,0.7256,0.7461,0.0,0.6128,1.0,0.5,0.9102,1.0,0.0,0.8281,0.5,0.0384,
fixing,synthetic,?A1>A4,gemini-2.5-pro,1.0,,0.43,0.9978,0.9947,1.0,0.9987,0.9978,0.0,0.9964,1.0,0.9915,0.9999,1.0,0.0,0.9996,0.5,0.779,
fixing,synthetic,?A1>A4,gpt-4.1-2025-04-14,0.9375,,0.0022,0.623,0.5,0.0059,1.0,0.623,0.0,0.5,0.9844,0.377,0.8555,0.9844,0.0,0.7461,0.5,0.0318,
fixing,synthetic,?A1>A4,gpt-4.1-mini-2025-04-14,0.9375,,0.0013,0.623,0.5,0.0085,0.623,1.0,0.0,0.5,1.0,0.3872,0.8555,0.9844,0.0,0.7734,0.5,0.0176,
